"All property types","All bedrooms","Rialto, Dublin 8",1152.69,1016.56,900.11,885.34,891.75,936.80,1016.77,1098.79,1169.36,1269.64,1343.57,1451.41
"All property types","All bedrooms","South Circular Road, Dublin 8",963.85,983.48,895.19,805.63,734.65,804.34,869.81,954.82,1057.26,1120.29,1275.37,1421.69
"All property types","All bedrooms","The Coombe, Dublin 8",0.00,1075.28,932.20,902.77,928.93,960.16,1119.05,1177.73,1230.69,1277.40,1465.28,1499.94
"All property types","All bedrooms","Dublin 9",1201.33,1099.09,981.95,946.34,964.03,1053.34,1173.95,1273.26,1316.39,1378.42,1475.85,1557.09
"All property types","All bedrooms","Ballymun, Dublin 9",1083.75,939.98,801.31,773.61,771.22,775.62,846.07,980.54,1065.05,1148.12,1277.39,1362.98
"All property types","All bedrooms","Beaumont, Dublin 9",1265.24,1135.14,986.84,944.15,962.89,1006.27,1070.18,1177.73,1277.13,1390.60,1523.51,1631.01
"All property types","All bedrooms","Drumcondra, Dublin 9",1182.26,1094.35,1000.21,965.75,980.62,1038.38,1118.25,1222.84,1302.31,1405.20,1523.64,1546.95
"All property types","All bedrooms","Glasnevin, Dublin 9",1072.70,1020.94,965.38,925.88,944.65,1402.20,1454.83,1182.84,1286.64,1366.35,1456.44,1580.99
"All property types","All bedrooms","Santry, Dublin 9",1208.18,1114.17,974.24,926.23,947.67,990.21,1061.41,1162.69,1274.65,1348.82,1433.93,1541.25
"All property types","All bedrooms","Whitehall, Dublin 9",1338.95,1093.08,972.15,997.91,1049.38,1041.53,1158.81,1227.28,1309.07,1445.23,1435.94,1557.72
"All property types","All bedrooms","Dublin 10",1118.12,1035.31,923.82,866.74,871.16,889.64,916.52,973.86,1044.32,1122.91,1245.13,1345.40
"All property types","All bedrooms","Ballyfermot, Dublin 10",1147.98,1051.60,946.42,903.37,901.32,902.83,912.92,967.21,1028.70,1111.45,1228.97,1336.71
"All property types","All bedrooms","Cherry Orchard, Dublin 10",0.00,979.68,866.50,814.13,836.52,836.25,903.19,951.39,1010.72,1122.83,1263.36,1349.22
"All property types","All bedrooms","Dublin 11",1165.97,1053.76,942.46,895.28,903.81,923.56,992.02,1080.58,1170.76,1244.72,1358.62,1432.73
"All property types","All bedrooms","Ballymun, Dublin 11",1053.47,921.75,804.45,775.53,793.06,814.05,862.90,944.37,1034.97,1124.64,1233.85,1326.86
"All property types","All bedrooms","Finglas, Dublin 11",1164.83,1057.32,947.07,893.92,889.82,912.74,979.84,1067.84,1163.99,1240.40,1358.10,1421.07
"All property types","All bedrooms","Glasnevin, Dublin 11",1278.80,1157.89,1033.95,983.17,994.70,1018.91,1111.38,1198.22,1294.82,1336.25,1450.96,1514.51
